uid,anime_uid,score
29463,6956,9
238211,6956,8
262193,6956,8
264545,6956,9
272140,6956,8
65547,6956,7
223402,6956,6
97905,6956,7
33793,6956,7
197269,6956,7
227253,6956,8
204849,6956,7
61885,6956,10
208206,6956,6
42231,6956,7
29376,6956,7
313051,6956,9
323492,6956,10
144587,18897,7
170535,18897,7
146133,18897,10
233372,18897,9
279096,18897,8
280080,18897,7
281150,18897,8
286489,18897,10
257731,18897,9
291591,18897,7
293581,18897,10
201176,18897,9
211195,18897,9
195395,18897,9
152541,18897,9
148511,18897,9
150219,18897,9
181444,18897,7
145551,18897,8
144495,18897,7
38840,9919,7
277093,9919,8
186815,9919,4
139313,9919,6
52321,9919,6
48185,9919,6
42881,9919,6
36190,9919,9
36704,9919,10
38429,9919,7
36400,9919,10
43217,9919,6
37650,9919,2
36758,9919,9
122887,9919,7
44863,9919,6
155107,9919,4
52287,9919,3
48147,9919,6
37605,9919,9
198604,283,9
20354,283,9
114801,283,10
81104,283,10
116841,11737,9
119661,11737,10
238148,11737,8
28688,182,10
25274,182,8
235412,182,8
7503,182,9
264558,182,9
274119,182,9
132349,182,9
237231,182,7
299878,182,8
307032,182,9
58143,182,5
32915,182,9
100159,182,9
31060,182,9
27133,182,8
67699,182,6
195282,182,8
79026,182,7
89073,182,10
76595,182,8
67299,12883,8
319994,12883,5
229281,12883,8
80572,12883,10
217037,12883,10
67827,12883,9
233368,12883,9
199394,12883,10
250659,12883,8
251337,12883,8
74403,12883,10
192213,12883,8
185449,12883,9
220670,12883,10
76035,12883,10
220004,1211,9
232727,31592,8
232654,31592,3
227129,31592,7
225605,31592,10
239925,31592,4
322814,31592,10
295579,31592,10
221006,31592,8
312918,31592,7
227101,31592,9
268861,31592,8
238167,31592,9
223548,31592,9
233108,31592,8
227047,31592,1
211690,31592,9
227436,31592,3
219323,31592,3
239964,31592,9
34050,9510,6
243365,9510,7
34793,9510,8
216368,9510,10
262192,9510,9
34797,9510,10
34051,9510,10
34466,9510,9
33885,8795,3
33064,8795,8
138209,8795,6
31934,8795,10
190371,8795,8
155431,8795,9
166015,8795,8
110669,8795,6
182783,8795,9
185350,8795,3
32361,8795,6
30988,8795,9
121289,8795,9
31533,8795,1
191254,8795,9
30984,8795,4
33038,8795,6
36414,8795,9
33104,8795,3
30992,8795,10
261185,22101,10
174375,22101,3
197763,22101,5
201307,22101,4
149587,22101,10
179950,22101,7
149625,22101,10
183290,22101,8
187900,22101,10
182795,22101,9
188865,22101,9
150333,22101,8
175505,22101,9
149337,22101,4
173765,22101,9
185656,22101,4
149161,22101,8
166083,22101,7
149269,22101,9
149119,22101,9
11048,444,10
314065,444,10
3292,444,9
483,444,8
39723,444,8
470,444,9
279252,36038,8
283639,36038,8
284263,36038,5
285075,36038,8
290814,36038,6
294066,36038,6
294969,36038,9
295201,36038,8
263897,36038,9
264459,36038,9
264692,36038,9
264777,36038,8
264778,36038,8
264789,36038,8
264790,36038,9
264902,36038,7
264976,36038,8
265229,36038,5
265799,36038,8
266136,36038,8
51077,6956,9
193830,6956,8
301775,6956,8
316816,6956,7
179109,6956,9
177521,6956,8
149219,6956,8
27873,6956,7
188227,6956,7
27686,6956,8
23813,6956,9
27436,6956,7
25478,6956,8
23807,6956,8
26311,6956,5
27788,6956,9
27720,6956,8
27773,6956,4
32777,6956,5
27760,6956,9
144913,18897,8
299990,18897,3
268911,18897,9
241765,18897,7
211220,18897,8
216346,18897,8
168445,18897,7
219282,18897,8
232234,18897,7
154091,18897,9
144419,18897,7
280829,18897,9
180994,18897,6
163173,18897,9
218443,18897,8
190780,18897,5
218868,18897,7
216861,18897,8
203984,18897,8
181301,18897,9
234138,740,6
118955,740,7
143471,740,6
301612,740,8
19781,740,5
295055,740,7
36211,740,6
200892,740,9
169997,740,8
7766,740,7
13070,740,9
140863,10620,8
255751,951,10
316578,18619,8
269533,709,9
248539,709,10
322256,30347,7
192885,30347,8
231340,30347,8
280116,9930,10
257711,9930,10
285609,36910,9
191421,30347,8
125257,10620,7
29915,233,9
322750,233,9
202176,10350,8
147255,10350,8
218073,10350,8
80240,1293,10
239739,1293,7
197404,1293,7
25289,1293,8
163427,10620,9
58857,10620,10
76441,10620,6
180995,10620,10
173613,10620,9
243489,1699,6
95441,1699,7
205135,10620,10
203978,10620,10
193654,10620,1
194128,10620,8
194061,10620,10
193690,10620,10
92307,10620,10
138615,10620,8
47669,1699,9
76123,1699,10
6848,1699,5
183549,10620,1
198082,10620,10
202671,10620,7
209388,10620,9
232552,1699,10
165761,10620,10
86523,10620,10
56531,10620,9
159423,10620,10
215845,10620,9
58945,10620,8
202042,10620,8
57475,1699,10
78824,1699,10
105891,1699,10
319610,1699,4
264358,10620,10
228310,10620,8
150555,10620,9
100003,10620,7
49861,10620,6
217697,10620,10
220324,10620,9
70305,10620,10
213754,10620,9
161181,10620,9
212963,10620,4
202679,10620,9
216690,10620,8
184226,10620,5
210835,10620,8
160505,10620,9
208991,10620,9
197147,10620,6
72439,10620,10
209018,10620,8
68083,10620,10
120833,10620,10
78557,10620,9
124941,10620,9
110811,10620,9
296574,10620,9
296902,10620,2
299373,10620,8
299833,10620,4
301919,10620,9
267437,10620,8
249800,10620,10
95245,10620,10
145691,10620,9
71533,10620,10
80836,10620,9
205801,10620,9
218240,10620,10
227504,10620,10
139973,10620,9
205181,10620,7
145517,10620,7
231408,10620,9
114509,10620,9
90233,10620,7
196109,10620,10
170745,10620,10
219939,10620,9
74919,10620,9
239884,10620,8
281862,10620,10
256659,10620,8
288052,10620,6
286305,10620,6
288090,10620,3
293014,10620,5
61313,10620,9
89847,10620,10
121709,10620,9
106359,10620,9
102079,10620,8
100811,10620,8
94547,10620,9
104521,10620,9
70589,10620,7
62149,10620,8
60779,10620,9
235315,10620,9
230899,10620,9
216983,10620,10
212007,10620,10
156999,10620,9
156029,10620,8
133953,10620,10
161635,10620,10
193172,10620,3
267808,10620,10
268057,10620,9
245072,10620,8
245262,10620,7
245275,10620,10
270948,10620,7
277021,10620,8
123795,10620,9
119817,10620,9
256443,10620,10
256498,10620,8
258246,10620,9
319254,10620,10
259683,10620,9
320146,10620,8
320755,10620,7
322172,10620,5
322444,10620,1
225331,10620,10
69503,10620,7
129279,10620,9
228163,10620,8
218965,10620,8
226476,10620,6
232862,10620,8
212586,10620,5
149501,10620,9
216061,10620,10
108799,10620,7
217115,10620,9
83953,10620,8
145869,10620,9
96929,10620,8
153875,10620,8
201895,10620,7
80642,10620,9
240094,10620,7
283190,10620,7
241571,10620,10
288679,10620,4
243718,10620,7
107505,10620,9
106353,10620,7
109765,10620,9
126349,10620,9
116291,10620,8
114709,10620,9
113961,10620,10
129597,10620,5
142625,10620,9
79894,10620,7
77779,10620,10
204405,10620,1
132997,10620,7
230192,10620,6
102665,10620,9
239607,10620,7
240389,10620,6
245502,10620,6
311263,10620,5
227578,10620,6
188505,10620,6
218219,10620,6
283047,10620,4
268306,10620,6
235237,10620,6
257389,10620,6
240350,10620,6
323820,10620,4
214348,10620,7
219915,10620,6
321417,10620,4
253779,10620,2
320888,10620,6
191290,10620,6
225185,10620,4
139411,10620,7
80846,10620,7
108503,10620,9
106601,10620,8
249670,10620,3
262362,10620,6
263297,10620,5
274339,10620,3
74711,10620,10
224969,10620,8
71993,10620,10
72923,10620,9
236015,10620,4
67285,10620,10
234143,10620,6
232748,10620,9
207641,10620,2
157443,10620,7
219358,10620,10
100719,10620,9
143529,10620,9
149911,10620,6
72943,10620,9
280049,10620,9
238330,10620,8
238745,10620,1
244216,10620,5
291441,10620,7
291811,10620,9
294487,10620,8
295072,10620,6
295583,10620,7
248103,10620,9
250298,10620,10
307996,10620,8
253455,10620,7
312659,10620,10
206514,10620,8
175963,10620,7
96863,10620,7
213496,10620,8
109927,10620,9
97127,10620,10
208168,10620,4
128061,10620,6
193126,10620,7
109961,10620,8
209706,10620,5
108969,10620,8
219639,10620,2
233113,10620,8
130317,10620,6
65277,10620,8
65515,10620,8
233974,10620,7
119957,10620,6
60247,10620,10
96547,10620,9
60233,10620,8
219276,10620,10
76653,10620,9
223873,10620,7
222355,10620,9
261369,10620,8
261515,10620,7
240377,10620,5
240664,10620,10
240854,10620,9
240857,10620,4
262540,10620,8
263640,10620,6
265558,10620,8
267391,10620,7
121255,10620,9
127699,10620,10
127003,10620,8
123547,10620,8
208353,10620,6
133627,10620,5
223547,10620,4
223445,10620,3
218136,10620,1
225511,10620,8
228237,10620,9
236179,10620,9
210970,10620,9
207509,10620,9
202062,10620,7
193672,10620,7
176013,10620,10
73949,10620,8
63689,10620,9
102979,10620,7
111445,10620,8
54911,10620,7
64075,10620,7
60165,10620,10
66579,10620,8
59941,10620,10
58851,10620,8
62873,10620,10
98537,10620,9
98465,10620,7
278470,10620,3
238413,10620,10
238693,10620,8
252360,10620,10
239392,10620,4
57885,10620,9
70317,10620,8
233992,10620,8
234491,10620,10
156791,10620,7
62457,10620,9
235063,10620,7
213023,10620,10
224414,10620,4
232953,10620,10
73353,10620,10
199491,10620,10
195839,10620,5
214611,10620,9
198439,10620,10
232651,10620,8
120089,10620,10
59027,10620,10
197439,10620,9
146161,10620,9
94897,10620,8
142727,10620,10
203768,10620,8
110561,10620,9
221514,10620,9
236768,10620,1
67593,10620,9
86173,10620,10
70391,10620,10
93191,10620,9
128547,10620,9
206418,10620,7
237899,10620,4
250039,10620,10
250040,10620,9
268450,10620,7
305663,10620,7
270746,10620,9
252951,10620,10
308378,10620,7
272886,10620,9
242428,10620,3
242944,10620,8
146839,10620,6
132735,10620,8
132495,10620,2
46807,10620,8
104405,10620,7
115527,10620,10
71469,10620,9
59501,10620,10
161659,10620,8
189930,10620,6
198578,10620,10
232570,10620,2
170967,10620,7
169327,10620,10
223128,10620,4
202650,10620,7
315063,10620,8
316082,10620,2
258004,10620,10
258018,10620,9
258820,10620,10
320546,10620,7
323428,10620,8
323721,10620,7
285784,10620,9
133377,10620,9
73283,10620,9
98865,10620,8
48749,10620,8
98783,10620,8
67831,10620,10
219738,10620,1
59519,10620,9
183668,10620,2
74099,10620,8
223616,10620,3
191671,10620,8
168911,10620,6
319624,1699,8
23295,1699,10
135417,1699,8
201591,1699,9
40363,1699,10
135267,1699,7
232044,1699,10
21567,1699,7
89427,1699,10
290506,10620,9
245516,10620,4
278199,10620,7
62041,10620,6
72339,10620,10
59363,10620,9
180740,10620,4
157779,10620,9
156309,10620,10
136313,10620,10
80236,10620,10
140937,10620,7
164311,10620,8
268590,1699,9
22593,1699,10
35511,1699,10
78347,1699,8
2072,1699,9
135599,1699,9
140745,1699,6
75525,1699,4
98503,1699,9
229176,1699,8
50209,1699,9
8215,1699,10
19831,1699,8
278786,1699,6
279428,1699,8
298094,1699,6
60567,1699,9
36302,1699,8
109621,1699,10
204492,10620,9
194925,10620,8
184858,10620,3
185857,10620,6
71537,10620,10
281299,10620,9
307721,10620,8
264993,10620,10
312743,10620,10
65935,10620,10
45247,10620,9
50329,10620,9
232940,10620,10
88189,10620,6
196652,10620,8
190785,10620,10
33126,1699,7
7392,1699,10
16665,1699,10
218536,1699,10
107341,1699,8
67129,1699,8
239930,1699,5
264926,1699,9
84955,1699,9
26273,1699,4
215553,1699,7
67973,1699,10
9551,1699,10
216544,1699,10
179001,1699,9
165343,1699,10
240525,1699,4
157003,10620,8
290949,10620,8
325256,10620,1
65531,10620,10
48321,10620,8
101837,10620,10
66105,10620,6
154825,10620,7
165051,10620,8
56115,10620,9
216426,1699,6
74077,1699,9
23380,1699,7
94715,1699,8
50561,10620,10
159445,10620,2
20332,1699,10
32980,1699,6
46151,1699,10
82212,1699,7
306088,1699,10
120535,1699,10
1019,1699,5
280535,1699,9
323244,1699,5
287822,1699,3
22147,1699,7
94543,1699,4
180826,1699,9
29073,1699,10
169683,10620,8
169523,10620,10
200155,10620,3
204073,10620,10
204470,10620,10
205436,10620,9
71557,10620,3
299215,10620,8
281274,10620,9
300545,10620,3
62999,10620,9
103567,10620,10
95091,10620,9
186995,10620,5
123139,10620,4
20138,1293,10
95519,1293,10
93091,1293,8
86805,1293,9
246441,1293,10
285221,1293,10
196781,1293,7
321119,1293,10
263835,1293,10
171855,1293,8
172213,1293,9
34,1293,9
46091,1293,8
19294,1699,8
118329,1699,5
23877,1699,9
37864,1699,8
37720,1699,7
2131,1699,10
164351,1699,9
30862,1699,8
1777,1699,6
5216,1699,9
1529,1699,10
1492,1699,9
16396,1699,7
31865,1699,9
7597,1699,3
5267,1699,6
3926,1699,5
1207,1699,9
1966,1699,9
4145,1699,10
160273,10350,8
154431,233,6
139883,233,10
15681,233,9
7974,233,9
199090,10620,2
68285,10620,8
57833,10620,9
59573,10620,10
194920,10620,7
82384,10620,9
201502,10620,4
139881,10620,10
146835,10620,8
57527,10620,10
139887,10620,10
104177,10620,5
88425,10620,9
203966,10620,5
158651,10620,6
195938,10620,8
57077,10620,9
152543,10620,9
295924,10620,8
191455,30347,8
203689,30347,10
303322,709,8
278035,709,3
7987,709,8
246978,709,9
28278,709,10
154571,18619,8
17030,709,7
278565,18619,9
168661,10620,9
19707,951,9
86861,10620,10
156755,10620,9
131627,10620,9
195241,10620,9
194612,10620,7
94289,10620,8
65927,10620,8
132957,10620,3
62277,10620,9
119975,10620,4
179240,10620,10
181180,10620,10
176627,10620,9
46979,10620,9
46283,10620,9
77807,951,9
151711,10620,8
93509,10620,9
50225,10620,10
302968,32268,6
260120,477,7
316510,33071,7
309275,33071,10
315578,33071,9
255363,33071,8
255347,33071,9
254634,33071,10
312371,37869,8
306377,37869,3
317174,37869,10
79126,1011,8
308214,37869,9
322254,37869,9
302826,37869,7
176515,150,10
58329,150,7
237089,32979,9
220209,1281,7
300386,1281,6
270846,1281,10
314746,1281,8
279356,1281,5
1645,150,10
303859,1281,10
306087,1281,10
27266,1281,6
16886,1281,4
12447,150,9
44703,4177,8
200781,150,9
203145,150,6
56809,4177,9
177341,1281,4
20746,4177,8
52011,4177,9
267056,150,4
110641,150,9
131557,1281,10
138455,150,9
156555,150,10
213039,150,7
161167,150,1
207041,150,6
39521,150,5
76053,150,10
311268,150,6
54915,150,9
52797,150,10
25853,150,8
300904,150,9
37185,150,10
17635,150,7
21363,150,7
140615,150,10
109403,150,9
129267,150,9
69245,150,10
35106,150,9
232237,150,10
14998,150,9
32966,150,9
16828,150,8
134689,150,9
322771,150,9
239621,150,10
80562,150,6
196624,150,7
102185,150,10
51647,150,5
30693,150,7
28195,150,1
22411,150,9
14896,150,9
14276,150,9
239523,150,3
240060,150,5
117909,4177,8
53757,4177,8
23249,150,10
272075,150,6
308515,150,5
163175,150,10
8650,150,10
229904,150,9
24831,150,10
13077,150,8
135355,150,9
41081,150,4
224508,150,8
317165,150,6
6556,150,9
205566,150,10
302204,150,8
307752,150,5
300115,150,10
21138,4177,8
129717,1281,8
179429,150,10
318285,1281,9
319979,1281,10
321862,1281,8
322564,1281,9
269181,1281,8
123429,1281,4
220098,1281,7
218935,1281,10
214918,1281,9
212257,1281,8
204742,1281,3
213148,1281,8
279931,1281,7
264024,32979,7
273137,32979,8
237108,32979,10
236950,32979,6
280423,32979,7
239199,32979,9
252852,32979,10
239608,32979,9
284176,32979,8
241018,32979,10
256695,32979,6
239014,32979,9
303427,32979,5
313859,32979,8
237278,32979,9
249890,32979,9
237646,32979,9
236878,32979,8
236871,32979,8
256224,32979,10
126771,4177,9
137921,4177,8
237864,4177,7
250962,4177,8
81382,4177,8
59825,4177,8
65105,4177,7
20175,4177,8
120397,4177,9
107867,4177,8
289302,4177,9
206238,4177,8
55793,4177,7
83627,4177,8
60025,4177,8
261333,4177,3
12404,4177,8
47635,4177,9
42729,4177,6
185568,4177,8
33561,150,9
293215,150,10
193334,150,9
168649,150,8
24967,150,9
126391,150,2
6053,150,10
27423,150,8
3329,150,10
4991,150,8
3407,150,10
14284,150,7
87293,150,6
1196,150,8
209219,150,7
192418,150,9
6553,150,10
12721,150,8
114045,1281,10
293067,1281,8
294160,1281,10
204723,1281,6
307280,1281,3
204230,1281,8
8933,1281,3
117275,1281,10
20586,1281,6
137145,1281,8
46885,1281,10
229687,1281,6
195586,1281,7
205176,1281,9
4808,1281,7
290627,32979,9
236876,32979,8
279434,32979,9
236846,32979,8
246861,32979,7
287898,32979,6
239898,32979,8
236969,32979,7
247401,32979,6
237140,32979,3
236865,32979,5
236888,32979,6
237051,32979,9
236879,32979,8
309984,32979,9
236856,32979,10
237027,32979,8
236849,32979,8
236842,32979,9
323015,4177,8
52989,4177,7
205215,4177,5
167491,4177,9
8347,4177,7
218763,4177,8
241238,4177,8
12275,4177,7
11936,4177,6
67949,4177,9
14615,4177,7
15532,4177,7
12162,4177,3
110277,4177,8
12532,4177,4
9537,4177,9
13792,4177,6
45675,4177,8
19186,4177,9
12225,4177,7
31314,150,10
4734,150,10
1635,150,10
11669,150,9
9225,150,9
1905,150,8
2130,150,7
186043,150,10
4096,150,10
171011,150,9
19462,150,10
34848,150,3
46435,150,7
14781,150,7
809,150,9
17206,150,7
58,150,10
3116,150,10
304872,37869,9
306623,37869,8
308054,37869,3
301376,37869,8
307107,37869,8
305773,37869,3
304796,37869,8
304623,37869,7
304544,37869,8
301715,37869,9
300558,37869,2
304562,37869,8
301119,37869,8
304638,37869,1
304560,37869,10
295943,150,2
114995,150,10
15594,150,10
58797,150,10
37325,150,10
113939,150,3
237790,32979,6
237871,32979,9
319942,450,6
203403,123,9
18827,123,8
98109,123,4
145233,1281,7
229567,1281,6
207004,1281,10
252145,87,6
220980,87,9
86377,87,6
205620,87,8
204842,87,10
29459,87,9
31280,87,8
44575,87,8
47209,87,10
233870,87,4
308256,87,5
78768,123,8
19570,123,9
36200,123,8
148671,123,8
108285,123,9
104033,123,7
39357,123,7
143587,123,7
245290,123,7
241550,123,10
272122,123,10
96329,123,10
35262,123,9
107263,123,5
161047,123,10
229851,123,10
289552,123,4
246602,123,10
252731,123,8
255434,123,9
204072,123,6
309137,87,8
3435,87,7
293876,87,4
249855,87,5
109,87,9
133009,87,5
252001,87,5
8242,87,8
8629,87,8
193812,123,10
58509,123,8
112785,123,7
204154,123,7
79258,123,4
15960,123,10
38982,123,10
29668,123,7
27965,123,8
16307,123,10
29707,123,10
29806,123,10
13277,123,10
320752,123,6
262223,123,8
147191,123,9
23563,123,10
29759,123,10
295288,123,5
203468,123,9
213030,1281,7
222557,1281,10
41971,150,6
13577,150,10
14176,150,9
13600,150,8
35259,123,10
8872,123,10
281248,123,10
319877,123,5
180122,123,6
22446,123,9
16750,123,10
46009,123,6
15307,123,8
8675,123,7
267515,123,5
25658,123,5
29716,123,4
362,123,9
196,123,8
391,123,10
8582,123,9
205056,450,9
37952,450,10
242868,32979,7
246307,32979,8
261581,32979,7
237240,32979,9
237219,32979,8
238453,32979,8
251453,32979,9
237095,32979,9
237189,32979,9
238200,32979,9
238885,32979,8
320358,32979,3
240457,32979,6
262057,32979,8
255756,1281,7
265363,1281,9
265563,1281,10
266693,1281,5
268454,1281,7
270754,1281,7
274685,1281,9
204535,1281,7
209327,1281,7
212902,1281,8
223847,1281,8
224292,1281,7
181811,1281,5
129039,1281,9
279416,1281,9
240067,1281,9
285777,1281,9
286904,1281,3
287903,1281,10
299323,1281,9
47297,150,10
11705,150,9
13313,150,9
13945,150,8
60253,150,10
63203,150,10
22101,150,8
67003,150,9
37321,150,10
23736,150,10
105163,150,4
141785,150,7
203913,150,6
238037,150,9
305891,38154,9
242187,28085,5
309138,28085,9
287666,28085,4
204589,25875,6
46185,1938,7
217055,3576,6
159413,3576,6
77117,3576,6
320439,3576,9
273299,766,6
164341,1156,6
20300,1156,5
11230,1156,7
120915,11005,3
99553,11005,3
214160,11005,1
181159,11005,5
62939,11005,6
68163,11005,4
280798,11005,6
68161,11005,2
151941,7491,5
62935,11005,7
182468,11005,1
169267,11005,9
247037,34295,6
242030,34295,7
63937,11005,2
62823,11005,6
288211,33326,5
268241,33326,9
313277,39581,8
294475,748,6
11819,748,10
32801,748,3
271626,1959,7
11655,1959,9
21194,2421,7
95465,1959,9
245992,10301,8
263451,23151,3
227447,838,4
223353,838,6
228815,838,1
303944,38673,7
305281,38673,8
225083,838,8
6070,1990,6
94181,838,3
53053,838,6
238169,838,1
218730,838,1
96751,838,6
29235,838,7
196559,838,3
236735,838,8
246690,838,5
59921,838,6
249439,838,3
32889,838,7
222241,838,5
284971,838,8
63321,838,2
36834,838,6
7417,838,5
53039,838,3
23261,838,6
322782,838,2
1509,838,5
189397,838,1
32269,838,6
10532,838,9
217004,23151,8
195674,23151,8
222298,23151,8
317418,23151,10
181447,23151,8
163083,23151,6
181024,23151,4
182428,23151,7
162307,23151,6
157485,23151,6
19506,1427,6
9905,1427,2
245987,7170,5
247147,7170,6
304031,38544,9
269556,767,7
200319,767,7
321551,39282,4
314197,39282,9
111647,767,8
235644,1468,4
288995,5289,8
297972,2414,7
23312,2414,8
240716,1468,6
304107,38544,6
304137,38544,6
302743,38544,7
304026,38544,8
304110,38544,6
311952,38544,8
312131,38544,4
302698,38544,8
302955,38544,7
243640,1468,5
194276,1468,6
257617,1468,6
258274,1468,9
266083,1468,7
253184,1468,8
166095,1468,3
187266,1468,10
20845,1468,4
310845,38544,8
301445,38544,7
302275,38544,4
304060,38544,3
304068,38544,8
304127,38544,8
304333,38544,8
304052,38544,4
301219,38544,9
301771,38544,8
304069,38544,2
299996,38544,5
304044,38544,6
300594,38544,8
299970,38544,5
304046,38544,4
304042,38544,3
304053,38544,8
300142,38544,9
12709,1628,6
11573,1628,7
270975,4461,7
19288,4461,6
263431,30922,6
233364,30922,8
253123,30922,10
314294,30922,6
286756,34623,5
27802,556,5
255991,1926,6
80630,1926,10
272,556,6
118285,556,8
54091,12447,5
4950,556,3
228562,30922,7
13298,4461,9
298240,35587,5
268149,35251,6
323251,35251,5
268754,35251,5
268134,35251,3
259879,22831,8
156883,22831,8
268417,35251,4
316376,4129,4
242073,4129,5
287951,669,5
6502,669,8
316521,37893,9
201618,5462,4
18525,5462,7
224636,25429,2
296436,2468,3
20460,624,5
142229,21587,7
292057,624,4
196799,1175,7
13793,1175,9
16492,1175,7
296076,624,8
207765,624,4
301801,36240,5
79332,2483,7
223070,3889,2
284071,3889,6
218375,3889,3
101143,3889,8
216842,3889,1
146587,2483,5
25554,2483,6
219955,6680,7
248043,6680,5
209258,7290,6
63665,1349,7
70231,1349,4
269607,19133,8
211447,1349,6
10088,5263,7
254672,1349,8
293930,36242,5
315713,1349,4
238206,1349,4
20408,1349,4
60839,1979,5
218794,1979,7
262594,10718,6
263727,1167,10
18597,1167,10
255592,1167,3
304083,4948,4
297302,4948,6
252329,32735,10
241891,4948,5
262667,4948,5
3047,1167,8
19284,545,8
20723,545,7
155427,1769,10
171657,1769,5
286617,1769,6
86479,1150,7
86113,1150,8
267340,36156,6
11567,1150,3
245792,1769,6
160785,1769,4
7918,1769,2
11237,1167,5
231288,624,4
194169,624,7
189792,624,2
115659,624,3
109853,18953,7
58535,624,4
7003,624,4
8222,624,7
70095,319,5
308020,37806,6
13692,881,8
179801,881,2
283860,36525,5
288133,36525,3
291052,36525,7
236247,1228,6
161373,1228,8
310633,37806,5
310865,37806,4
310964,37806,3
319838,37806,3
319893,37806,3
322690,37806,6
292682,36525,6
323642,37806,6
307142,36525,9
323304,36525,3
323373,36525,5
285339,36525,7
287975,36525,9
297957,36525,4
282463,36525,8
282450,36525,4
282476,36525,4
282248,36525,4
286124,36525,4
282558,36525,8
30663,881,3
34891,881,3
315972,881,1
38,881,5
309744,37806,4
323589,37806,3
308840,37806,7
310857,37806,5
312419,37806,5
319763,37806,3
320927,37806,4
310179,37806,3
313239,37806,9
307524,37806,5
307953,37806,8
312213,37806,4
312180,37806,4
312156,37806,4
308339,37806,3
307811,37806,8
307398,37806,7
307360,37806,3
312176,37806,4
274060,319,7
10461,319,3
1254,319,4
196577,624,1
126643,2468,4
61139,2468,7
228224,2468,10
54285,2468,6
4368,2468,7
198136,3080,8
184277,3080,4
78597,3080,8
10038,3080,7
94193,2051,5
10064,3818,6
291232,37662,4
290077,37662,9
288525,37662,1
292156,756,4
79476,756,5
11300,756,5
201928,21649,7
53723,1838,5
156597,1838,9
242806,1955,5
2760,1955,4
17468,1955,8
46747,1838,5
221460,1838,2
17685,4689,5
127535,1838,6
188365,1838,2
266180,1838,1
26550,1838,5
20327,1838,2
29181,1838,9
25491,1838,5
185034,1838,4
32317,1838,9
309588,37154,6
305372,37154,2
304952,37154,6
301178,37154,3
304820,37154,6
307252,37154,8
300693,37154,3
304588,37154,1
15301,1838,6
39405,1838,4
18934,1838,1
155007,21649,7
155247,21649,5
118487,904,7
243073,904,2
129113,904,6
202877,904,2
169627,904,1
48745,904,8
219876,904,3
186250,904,5
305655,33363,9
16798,904,3
189946,904,3
2329,904,2
297373,5272,4
237971,3787,5
297115,3787,4
19944,4685,6
316239,3787,6
177981,3787,7
283733,3787,3
324562,3787,4
288185,35773,4
273070,35773,5
247734,7532,7
278725,6994,6
264770,36861,8
264362,36861,7
264910,36861,5
209364,22099,8
161675,22099,7
149633,22099,10
137407,8533,3
102609,8533,8
264867,36861,9
274098,7532,7
268323,3599,4
32045,2245,7
2289,2245,4
270117,30386,8
297737,30386,6
277231,30155,5
196503,7363,10
262311,515,7
207976,515,6
153159,515,6
73945,10766,7
310439,38226,6
315949,38226,1
311240,38226,8
308667,38226,8
299577,3120,5
57793,3120,8
51309,3120,2
271240,5673,8
171967,3120,6
52341,3120,8
9797,3120,6
231914,32171,6
231144,32171,7
232476,32171,3
98319,4419,9
246514,4419,4
29624,4419,9
230068,32171,6
229845,16233,8
229597,16233,7
165793,16233,2
109511,16233,8
230083,32171,7
273464,32171,9
258947,32171,5
246693,32171,6
230977,32171,5
315254,32171,10
258005,32171,6
287687,32171,9
230602,32171,7
231032,32171,10
230051,32171,2
222118,25429,8
284050,25429,6
290841,25429,7
229799,29123,4
198543,29123,10
42143,1267,1
23441,1267,2
190525,6616,4
143099,6616,6
86295,6616,2
29066,6616,10
306952,29123,9
309157,25429,7
211073,25429,1
290422,37893,5
241505,9077,7
28932,3642,8
254248,2291,6
235338,2291,5
19201,2291,3
301540,2291,6
31542,2291,4
92391,2291,8
4424,2291,7
321678,38150,7
311306,38150,6
308913,38150,7
299681,38083,7
299267,38083,6
296838,38083,7
298309,38083,5
296308,38083,8
296018,9951,4
275626,22847,9
85881,9951,8
4953,932,8
12159,1234,8
272284,29975,1
316220,3215,6
59805,3215,10
147065,16508,6
303728,39264,5
253943,2723,7
281164,37777,7
317962,6496,5
285243,20189,9
209998,16363,5
319940,39221,7
320385,39221,6
320965,39221,3
321473,39221,6
319865,39221,4
320214,39221,5
321084,39221,5
317227,39221,7
318973,39221,6
224523,23037,5
282312,23037,5
197483,23037,8
238170,32397,7
193584,23037,6
161305,23037,6
180041,23037,9
312336,23037,6
162235,23037,6
178143,23037,6
301040,23037,10
165107,23037,5
163449,23037,4
160727,23037,7
319826,39221,3
319815,39221,3
319821,39221,8
315806,39221,4
185800,25429,5
279707,25429,3
198614,25429,3
186614,25429,3
183708,25429,6
271440,25429,5
239855,25429,5
198666,25429,1
268338,25429,8
184380,25429,4
183780,25429,2
316367,8842,5
196439,25429,8
197578,25429,1
183700,25429,6
181094,25429,5
185198,25429,7
183768,25429,4
187723,25429,1
185112,25429,2
183627,25429,1
262945,35251,7
276837,35251,2
272169,35251,6
261607,35251,2
238730,1885,4
77825,2049,8
35027,1885,9
36208,1874,7
320316,2473,7
194621,2473,6
76155,2322,4
222702,2322,3
9253,2322,7
143219,4298,6
310000,36515,6
282968,36515,8
35535,2473,8
296771,38768,4
295446,38768,10
241959,35009,6
249737,35009,8
323759,2023,8
200628,9846,5
75387,9846,8
20185,2023,4
211740,12867,9
146779,3115,8
237853,10199,6
